iter	Logloss
364	0.3194052733
365	0.3193817189
366	0.3193711863
367	0.3193602812
368	0.3193543896
369	0.3193400272
370	0.3193342376
371	0.3193294945
372	0.3193154692
373	0.3193144461
374	0.3193014792
375	0.3192920676
376	0.3192610616
377	0.3192455115
378	0.3192421914
379	0.3192336696
380	0.31922113
381	0.319207826
382	0.3191784898
383	0.3191397695
384	0.3191346189
385	0.3191264969
386	0.3191186415
387	0.3191010884
388	0.3190902852
389	0.3190773732
390	0.3190599298
391	0.3190560217
392	0.3190527918
393	0.3190339452
394	0.3190280889
395	0.3190208338
396	0.3190064165
397	0.3189967149
398	0.3189929557
399	0.3189903372
400	0.3189523342
401	0.3189321783
402	0.3189266709
403	0.3189131708
404	0.3188768063
405	0.3188659914
406	0.3188539065
407	0.3188479405
408	0.3188375137
409	0.3188238021
410	0.3188123914
411	0.318793431
412	0.318783255
413	0.3187679793
414	0.3187572037
415	0.3187441074
416	0.3187368242
417	0.3186856661
418	0.3186800685
419	0.3186758939
420	0.3186650554
421	0.3186595167
422	0.3186489683
423	0.318630984
424	0.3186204945
425	0.3186111966
426	0.3185999114
427	0.3185729192
428	0.3185584864
429	0.3185359276
430	0.3185280174
431	0.3185178022
432	0.318500786
433	0.3184901436
434	0.318484699
435	0.3184817082
436	0.3184730453
437	0.3184594983
438	0.3184524935
439	0.3184439522
440	0.3184365592
441	0.3184300444
442	0.3184152194
443	0.3184096689
444	0.3184059921
445	0.3183963139
446	0.318390038
447	0.3183828883
448	0.3183802619
449	0.3183717088
450	0.3183659309
451	0.3183474331
452	0.3183390838
453	0.3183247998
454	0.3183264461
455	0.3183163368
456	0.3183093595
457	0.3182923433
458	0.3182851425
459	0.31827441
460	0.3182669543
461	0.3182657509
462	0.3182581307
463	0.3182518942
464	0.3182473511
465	0.3182353211
466	0.3182249688
467	0.3182206373
468	0.3182157375
469	0.3182111121
470	0.3182109043
471	0.3182076783
472	0.3181898626
473	0.3181833243
474	0.3181709964
475	0.3181689738
476	0.3181625296
477	0.3181625962
478	0.318157567
479	0.3181494566
480	0.3181321779
481	0.3181268781
482	0.3181188189
483	0.3181108537
484	0.3180996077
485	0.3180953664
486	0.3180911407
487	0.3180814744
488	0.3180781501
489	0.3180678369
490	0.3180615848
491	0.3180541959
492	0.3180471559
493	0.3180468305
494	0.318044949
495	0.3180366546
496	0.3180262319
497	0.3180256164
498	0.3180119008
499	0.3180008547
500	0.3179958255
501	0.3179861788
502	0.317983623
503	0.3179744936
504	0.317966501
505	0.3179585437
506	0.3179553255
507	0.3179454671
508	0.3179457925
509	0.3179401988
510	0.317936471
511	0.3179341544
512	0.3179287176
513	0.3179214188
514	0.3179248909
515	0.3179167259
516	0.3179085334
517	0.3179069889
518	0.3178892634
519	0.3178812512
520	0.317874999
521	0.3178661519
522	0.3178611031
523	0.317855043
524	0.3178454041
525	0.3178371841
526	0.3178263575
527	0.3178208461
528	0.3178162991
529	0.3178110269
530	0.3178063427
531	0.3178055156
532	0.3178025404
533	0.3177970448
534	0.3177878409
535	0.3177843405
536	0.3177814555
537	0.3177630164
538	0.3177504494
539	0.3177471338
540	0.3177410737
541	0.3177253629
542	0.3177181189
543	0.3177144299
544	0.3177085305
545	0.3177085031
546	0.3177033641
547	0.3177007888
548	0.3176915419
549	0.3176810171
550	0.317678983
551	0.317673158
552	0.3176618336
553	0.3176580548
554	0.3176537744
555	0.3176450058
556	0.3176452135
557	0.3176399845
558	0.3176351434
559	0.3176313646
560	0.3176294714
561	0.3176246382
562	0.3176246382
563	0.3176194169
564	0.3176138429
565	0.3176047214
566	0.3176014013
567	0.3175974462
568	0.3175888108
569	0.3175812337
570	0.3175811788
571	0.3175781762
572	0.3175781644
573	0.3175714928
574	0.3175645312
575	0.3175625085
576	0.3175617951
577	0.3175503962
578	0.3175427642
579	0.3175383426
580	0.3175337211
581	0.3175271906
582	0.3175257089
583	0.3175214715
584	0.3175196487
585	0.3175150468
586	0.317513573
587	0.3175068582
588	0.3175060701
589	0.3175059995
590	0.3175008961
591	0.3174987244
592	0.3174926173
593	0.3174871844
594	0.3174828882
595	0.3174748682
596	0.3174729279
597	0.3174685689
598	0.3174684043
599	0.31746519
600	0.3174618385
601	0.3174618071
602	0.3174582283
603	0.3174578559
604	0.3174578324
605	0.3174577226
606	0.3174528581
607	0.3174519918
608	0.3174464021
609	0.317442933
610	0.3174359517
611	0.3174339408
612	0.3174269361
613	0.3174219461
614	0.3174183908
615	0.3174104374
616	0.3174017117
617	0.3174015354
618	0.3173960789
619	0.3173933899
620	0.3173895053
621	0.3173861421
622	0.3173816656
623	0.3173795802
624	0.3173753232
625	0.3173717444
626	0.3173668995
627	0.3173631089
628	0.3173591264
629	0.3173467945
630	0.3173450345
631	0.3173412087
632	0.3173391975
633	0.3173360734
634	0.317331691
635	0.3173269754
636	0.3173229302
637	0.3173232634
638	0.3173169132
639	0.3173168819
640	0.317312672
641	0.3173079525
642	0.317302512
643	0.317302512
644	0.3172966675
645	0.3172910856
646	0.3172827833
647	0.3172806469
648	0.3172763861
649	0.317268613
650	0.3172686091
651	0.3172639915
652	0.3172594406
653	0.3172485042
654	0.3172469323
655	0.3172442159
656	0.3172390416
657	0.3172311157
658	0.3172208574
659	0.3172125669
660	0.317209968
661	0.3172022969
662	0.3171989219
663	0.3171947002
664	0.3171913762
665	0.3171858336
666	0.3171816158
667	0.3171789542
668	0.3171738858
669	0.3171699503
670	0.3171642548
671	0.3171610679
672	0.3171558192
673	0.3171558701
674	0.3171311358
675	0.3171235509
676	0.3171225513
677	0.3171164324
678	0.3171077617
679	0.3171078009
680	0.3171054725
681	0.3170994516
682	0.3170922157
683	0.3170880919
684	0.3170833175
685	0.3170831921
686	0.3170781511
687	0.3170773593
688	0.3170693588
689	0.3170645883
690	0.3170610762
691	0.3170566468
692	0.3170471132
693	0.3170470819
694	0.3170431189
695	0.3170408454
696	0.3170372628
697	0.317035789
698	0.3170333704
699	0.3170318377
700	0.3170281452
701	0.3170251465
702	0.3170231435
703	0.3170195764
704	0.317003117
705	0.3170012236
706	0.3170006984
707	0.3170004828
708	0.3169959083
709	0.316995728
710	0.3169954771
711	0.3169894327
712	0.3169841056
713	0.3169789745
714	0.3169704919
715	0.3169608726
716	0.3169587049
717	0.3169534876
718	0.3169533426
719	0.3169461496
720	0.3169395878
721	0.3169387254
722	0.3169387215
723	0.316936056
724	0.3169342803
725	0.3169342254
726	0.3169342607
727	0.3169341823
728	0.3169341823
729	0.3169341823
730	0.3169341823
731	0.3169341823
732	0.3169341823
733	0.3169341823
734	0.3169273814
735	0.3169222307
736	0.3169230184
737	0.3169186046
738	0.3169101141
739	0.3169101141
740	0.3169051085
741	0.3169019726
742	0.3168974491
743	0.3168961398
744	0.3168944934
745	0.3168943445
746	0.3168853092
747	0.3168809386
748	0.3168777164
749	0.316877246
750	0.3168746315
751	0.3168690653
752	0.3168652239
753	0.3168634442
754	0.3168615313
755	0.3168581211
756	0.3168566863
757	0.3168521315
758	0.3168520727
759	0.3168464672
760	0.3168424925
761	0.3168397368
762	0.3168397447
763	0.3168361149
764	0.3168355583
765	0.3168273854
766	0.3168236262
767	0.3168187538
768	0.3168145713
769	0.316809256
770	0.3168087151
771	0.3168010244
772	0.3167984686
773	0.3167936315
774	0.3167894725
775	0.3167813035
776	0.3167767839
777	0.3167712687
778	0.316766604
779	0.3167636053
780	0.3167588074
781	0.3167587094
782	0.3167525396
783	0.3167474634
784	0.3167423832
785	0.3167406937
786	0.3167375735
787	0.3167349982
788	0.3167348806
789	0.316734912
790	0.3167348336
791	0.3167339869
792	0.3167339633
793	0.3167338693
794	0.3167315801
795	0.3167316154
796	0.3167286245
797	0.3167263353
798	0.3167207574
799	0.3167184565
800	0.3167152382
801	0.316713831
802	0.3167138545
803	0.3167080414
804	0.3167036433
805	0.316701554
806	0.3167014599
807	0.316698179
808	0.3166888184
809	0.316681402
810	0.3166813902
811	0.3166807082
812	0.3166772705
813	0.3166772705
814	0.3166710261
815	0.3166691681
816	0.316664578
817	0.3166601563
818	0.3166577612
819	0.3166553466
820	0.3166535121
821	0.3166522577
822	0.3166485378
823	0.3166472834
824	0.3166450229
825	0.3166407465
826	0.3166378732
827	0.3166347138
828	0.3166346393
829	0.3166273837
830	0.316625459
831	0.3166240518
832	0.3166186149
833	0.3166168274
834	0.3166139424
835	0.3166103008
836	0.3166026023
837	0.3165993488
838	0.3165980159
839	0.3165961344
840	0.3165889572
841	0.3165879772
842	0.3165877067
843	0.3165865867
844	0.3165833567
845	0.31658271
846	0.3165805501
847	0.3165787627
848	0.3165780688
849	0.3165764852
850	0.3165764499
851	0.316572483
852	0.3165721969
853	0.3165712094
854	0.31657108
855	0.3165701856
856	0.3165660109
857	0.3165639059
858	0.3165637099
859	0.3165610248
860	0.3165591903
861	0.3165589629
862	0.316559006
863	0.3165586846
864	0.3165585592
865	0.3165584141
866	0.3165583906
867	0.3165582417
868	0.3165582025
869	0.3165534516
870	0.3165534437
871	0.3165464625
872	0.3165459411
873	0.3165417861
874	0.3165382621
875	0.3165356789
876	0.3165323784
877	0.3165322883
878	0.316530818
879	0.3165307788
880	0.3165308337
881	0.3165283518
882	0.3165227347
883	0.3165205552
884	0.3165151027
885	0.3165130879
886	0.3165054638
887	0.3165054481
888	0.3165007717
889	0.3164990195
890	0.3164944882
891	0.3164924579
892	0.316491423
893	0.3164884165
894	0.3164866487
895	0.316484822
896	0.3164828699
897	0.3164819174
898	0.3164782328
899	0.3164781141
900	0.3164742844
901	0.3164723832
902	0.3164688828
903	0.3164668836
904	0.3164643944
905	0.3164575974
906	0.3164529092
907	0.3164500595
908	0.3164492206
909	0.3164492206
910	0.3164492206
911	0.3164492206
912	0.316444113
913	0.316444117
914	0.3164440738
915	0.3164440778
916	0.3164440738
917	0.3164440738
918	0.3164430585
919	0.3164409535
920	0.3164402441
921	0.3164375903
922	0.3164331295
923	0.3164302367
924	0.3164270028
925	0.316426991
926	0.3164259327
927	0.3164249644
928	0.3164235572
929	0.3164234705
930	0.3164223927
931	0.3164223731
932	0.3164223731
933	0.3164171518
934	0.3164135573
935	0.3164045495
936	0.3164030325
937	0.3164014332
938	0.316400222
939	0.3163999201
940	0.3163970116
941	0.3163968744
942	0.3163953535
943	0.3163931741
944	0.3163879803
945	0.3163860439
946	0.3163841349
947	0.3163826846
948	0.3163826924
949	0.3163808461
950	0.3163755308
951	0.3163746096
952	0.3163744685
953	0.3163737433
954	0.3163721128
955	0.3163719952
956	0.3163688358
957	0.3163669856
958	0.3163663819
959	0.3163644573
960	0.3163632382
961	0.3163632107
962	0.3163631755
963	0.3163631951
964	0.3163630775
965	0.3163630931
966	0.3163601572
967	0.3163566959
968	0.3163563745
969	0.3163564294
970	0.3163542499
971	0.3163530504
972	0.3163495382
973	0.3163429059
974	0.3163410009
975	0.3163375042
976	0.316332624
977	0.3163318322
978	0.3163299781
979	0.3163238043
980	0.3163205469
981	0.3163195865
982	0.3163176775
983	0.3163133069
984	0.3163122995
985	0.3163091127
986	0.3163080034
987	0.3163028762
988	0.3163028409
989	0.3162983566
990	0.3162964437
991	0.3162964437
992	0.3162939037
993	0.3162938801
994	0.3162901641
995	0.3162890156
996	0.3162866598
997	0.3162825753
998	0.3162803371
999	0.3162797805
