n_estimators,max_depth,learning_rate,subsample,colsample_bytree,min_child_weight,reg_lambda,reg_alpha
969,9,0.12050787040061439,0.9989664414088153,0.686458064191321,15.475795013515198,1.2229889363026647,0.5712534747170304
