iter	Logloss
607	0.2080971079
608	0.2080798058
609	0.2080282266
610	0.2080095809
611	0.2079811155
612	0.207964974
613	0.2079631136
614	0.2079627189
615	0.2079334677
616	0.2079121602
617	0.2079115638
618	0.2079092443
619	0.2078888344
620	0.2078758302
621	0.2078726943
622	0.2078500326
623	0.2078485642
624	0.2078215287
625	0.2078204968
626	0.2078140262
627	0.2078044588
628	0.2077757588
629	0.2077573382
630	0.207740054
631	0.2077177667
632	0.2076945317
633	0.207681066
634	0.2076669615
635	0.2076336258
636	0.2076161443
637	0.2076055003
638	0.2075837472
639	0.2075607822
640	0.207533675
641	0.207515103
642	0.2074974456
643	0.2074766721
644	0.207472384
645	0.2074505592
646	0.2074234809
647	0.2073847982
648	0.2073582213
649	0.2073427013
650	0.2073167314
651	0.2072924214
652	0.2072750882
653	0.2072601042
654	0.2072318095
655	0.2072107375
656	0.207196935
657	0.2071804068
658	0.2071702249
659	0.2071554246
660	0.2071449016
661	0.2071238585
662	0.2071081026
663	0.2070854632
664	0.2070798102
665	0.2070660776
666	0.2070533555
667	0.2070226728
668	0.2069963019
669	0.2069924752
670	0.206961366
671	0.2069409189
672	0.2069227652
673	0.2069032582
674	0.20688952
675	0.2068675606
676	0.2068469852
677	0.2068112545
678	0.2067894409
679	0.2067761697
680	0.2067700036
681	0.2067577763
682	0.2067325496
683	0.2067238982
684	0.2066986504
685	0.206692769
686	0.206686122
687	0.2066728303
688	0.206663398
689	0.2066442713
690	0.2066035947
691	0.206602123
692	0.2065858541
693	0.2065761484
694	0.2065617819
695	0.2065490738
696	0.2065407344
697	0.2065315141
698	0.2065151178
699	0.2065006775
700	0.2064931361
701	0.2064837478
702	0.2064751319
703	0.2064556836
704	0.2064458492
705	0.2064379851
706	0.2064299362
707	0.206423015
708	0.2064076596
709	0.2063803924
710	0.2063666716
711	0.2063517938
712	0.2063474517
713	0.2063365171
714	0.2063274827
715	0.2063103608
716	0.2062885464
717	0.2062655044
718	0.2062438604
719	0.2062394532
720	0.2062294986
721	0.2062138105
722	0.2062107682
723	0.2061871942
724	0.206171159
725	0.206158396
726	0.2061291171
727	0.2061060424
728	0.2060595228
729	0.2060386821
730	0.2060333118
731	0.2060127088
732	0.2060096025
733	0.2059812323
734	0.2059657149
735	0.2059492663
736	0.205925555
737	0.2059044097
738	0.2058881098
739	0.2058777557
740	0.2058525106
741	0.2058302381
742	0.205827093
743	0.2058108926
744	0.2057929637
745	0.2057666865
746	0.205739303
747	0.2057312301
748	0.2057211868
749	0.2056972754
750	0.2056850691
751	0.2056754951
752	0.2056476741
753	0.2056369728
754	0.205634077
755	0.2056160912
756	0.2056072239
757	0.2055981407
758	0.2055731972
759	0.2055681687
760	0.2055476145
761	0.20552656
762	0.2055228365
763	0.205520558
764	0.2055115482
765	0.2054912768
766	0.2054822399
767	0.2054657466
768	0.2054476323
769	0.205445373
770	0.2054252178
771	0.2054233551
772	0.2053966139
773	0.2053925066
774	0.2053914696
775	0.2053885451
776	0.2053785065
777	0.2053744279
778	0.2053667174
779	0.2053647399
780	0.2053599792
781	0.2053585473
782	0.2053364162
783	0.2053198797
784	0.2053038399
785	0.2052940317
786	0.205275483
787	0.2052570701
788	0.205231728
789	0.2052177221
790	0.2052167345
791	0.2052127932
792	0.2051867472
793	0.2051747098
794	0.205154922
795	0.2051487051
796	0.2051240244
797	0.2051131292
798	0.2051097948
799	0.2050886219
800	0.2050817458
801	0.2050601593
802	0.205037289
803	0.205024708
804	0.2050160261
805	0.2050069447
806	0.2050051503
807	0.205004683
808	0.2049971926
809	0.2049886768
810	0.204989055
811	0.2049847796
812	0.2049769982
813	0.2049657934
814	0.2049650538
815	0.2049559029
816	0.2049385714
817	0.2049018411
818	0.2048799544
819	0.2048771258
820	0.2048771314
821	0.2048688772
822	0.2048638722
823	0.2048550335
824	0.2048319468
825	0.2048252248
826	0.2048242873
827	0.2048122487
828	0.2048042172
829	0.2048040934
830	0.2048010348
831	0.204785274
832	0.2047725557
833	0.2047714777
834	0.2047603081
835	0.2047387992
836	0.2047337043
837	0.2047235439
838	0.2047045223
839	0.2046799667
840	0.2046740842
841	0.2046730442
842	0.2046588518
843	0.2046373099
844	0.2046240238
845	0.2046114021
846	0.2046114662
847	0.2045978639
848	0.2045714083
849	0.2045517615
850	0.2045468632
851	0.2045456444
852	0.2045421204
853	0.2045401402
854	0.204520235
855	0.2045120762
856	0.2045015171
857	0.2044915324
858	0.2044754982
859	0.2044584031
860	0.2044410212
861	0.204434686
862	0.2044209996
863	0.2044086083
864	0.2043924343
865	0.2043722991
866	0.2043590578
867	0.2043598953
868	0.2043483709
869	0.2043489001
870	0.2043344303
871	0.204322812
872	0.2043114338
873	0.2043125562
874	0.204312247
875	0.2042999962
876	0.2042927093
877	0.2042815395
878	0.2042638169
879	0.2042622631
880	0.2042478227
881	0.2042339889
882	0.2042220556
883	0.2042060173
884	0.204187786
885	0.2041718666
886	0.2041480123
887	0.2041463117
888	0.2041353472
889	0.2041337518
890	0.2041319495
891	0.2041200495
892	0.2041122219
893	0.2041106138
894	0.2040996506
895	0.2040864636
896	0.2040758085
897	0.2040680389
898	0.2040452614
899	0.2040433973
900	0.2040320642
901	0.2040292509
902	0.2040285743
903	0.2040104627
904	0.2039996526
905	0.2039979132
906	0.2039925241
907	0.2039785983
908	0.2039666811
909	0.2039607411
910	0.203955769
911	0.2039524648
912	0.2039241493
913	0.2039230452
914	0.2039160244
915	0.2039060093
916	0.2038949869
917	0.2038850982
918	0.2038604549
919	0.2038437599
920	0.2038426942
921	0.2038416809
922	0.2038209246
923	0.2038207046
924	0.2038073621
925	0.2037917825
926	0.2037699546
927	0.2037699643
928	0.2037512441
929	0.203751263
930	0.2037402391
931	0.2037396153
932	0.2037292859
933	0.2037221348
934	0.2037078363
935	0.2037003354
936	0.2036998322
937	0.2036871374
938	0.2036871999
939	0.2036811549
940	0.2036809516
941	0.2036703167
942	0.2036704118
943	0.2036695109
944	0.203669321
945	0.2036652232
946	0.2036652709
947	0.2036653591
948	0.2036654815
949	0.2036654815
950	0.2036654815
951	0.2036459776
952	0.2036458982
953	0.2036458473
954	0.2036458324
955	0.2036457922
956	0.2036457101
957	0.2036446562
958	0.2036447117
959	0.2036442741
960	0.2036442131
961	0.2036441793
962	0.2036402466
963	0.2036386241
964	0.2036385827
965	0.2036385827
966	0.2036337731
967	0.2036257237
968	0.2036206568
969	0.2036091327
970	0.203602503
971	0.2036014457
972	0.2035925567
973	0.2035842815
974	0.2035839127
975	0.2035667384
976	0.2035477716
977	0.2035361332
978	0.203534689
979	0.20353419
980	0.2035167435
981	0.2035106224
982	0.2035099015
983	0.203497815
984	0.2034843817
985	0.203468804
986	0.2034516108
987	0.2034335697
988	0.2034121453
989	0.2034027713
990	0.2033927984
991	0.2033833538
992	0.2033828105
993	0.2033627323
994	0.2033461144
995	0.2033464611
996	0.2033393291
997	0.20332817
998	0.2033238848
999	0.2033137469
1000	0.2033068059
1001	0.2032966031
1002	0.2032954232
1003	0.2032949357
1004	0.2032939831
1005	0.2032891671
1006	0.2032887307
1007	0.203287786
1008	0.2032877008
1009	0.2032809704
1010	0.2032710737
1011	0.2032635719
1012	0.2032551244
1013	0.2032545077
1014	0.2032442281
1015	0.2032252231
1016	0.2032227519
1017	0.203202472
1018	0.2031898843
1019	0.2031836123
1020	0.2031708664
1021	0.2031628413
1022	0.2031535778
1023	0.2031331206
1024	0.2031242243
1025	0.2031135708
1026	0.2031047257
1027	0.2030923363
1028	0.2030784494
1029	0.2030597897
1030	0.2030579344
1031	0.2030507743
1032	0.2030500638
1033	0.2030487187
1034	0.2030399003
1035	0.2030391906
1036	0.2030235191
1037	0.2030160155
1038	0.2030133125
1039	0.2030105713
1040	0.202993237
1041	0.2029818976
1042	0.2029549386
1043	0.2029418134
1044	0.2029324923
1045	0.2029246501
1046	0.2029092296
1047	0.2029013403
1048	0.2028960267
1049	0.2028840698
1050	0.2028822434
1051	0.2028793863
1052	0.2028789116
1053	0.2028780979
1054	0.2028697438
1055	0.2028691147
1056	0.2028596057
1057	0.2028538927
1058	0.2028502374
1059	0.2028480441
1060	0.202836405
1061	0.2028252377
1062	0.2028095288
1063	0.2027870402
1064	0.2027857414
1065	0.2027767027
1066	0.2027708039
1067	0.2027624618
1068	0.2027532487
1069	0.2027324263
1070	0.2027262113
1071	0.2027210775
1072	0.2027151955
1073	0.2027124331
1074	0.2027039562
1075	0.2027035808
1076	0.2027007536
1077	0.2026917697
1078	0.2026864327
1079	0.202679189
1080	0.2026782463
1081	0.2026782457
1082	0.20267217
1083	0.2026614152
1084	0.2026540592
1085	0.2026374407
1086	0.2026148292
1087	0.2026117718
1088	0.2026048103
1089	0.2025958294
1090	0.202584788
1091	0.2025848753
1092	0.202583635
1093	0.2025836051
1094	0.2025762799
1095	0.2025756755
1096	0.2025702863
1097	0.2025556584
1098	0.2025503293
1099	0.2025505989
1100	0.2025413657
1101	0.2025324381
1102	0.2025322016
1103	0.202522486
1104	0.2025135968
1105	0.2025039577
