feature,mean_abs_shap
antibiotic,1.8610363508011845
organism,0.5084236774910869
has_transplant,0.26725131315020734
Q75_heartrate,0.16836105996943532
Q75_plt,0.15962253552437175
age,0.15395536484481698
Q25_cr,0.14184518156369155
Q25_sysbp,0.12842022967025904
Q75_hco3,0.12064145514017273
n_med_categories,0.10707533526737882
gender,0.09972773962043532
Q75_wbc,0.09773044272518232
Q25_plt,0.09080481840830837
Q75_resprate,0.08266918277884161
Q75_temp,0.0791894222875407
Q25_lymphocytes,0.07895988869556207
Q25_temp,0.0774994677959087
Q75_cr,0.07622749133378345
Q25_heartrate,0.06651504545366763
median_wbc,0.06225055887200566
min_time_to_class,0.06178555394982798
min_time_to_med,0.06126852440869685
has_copd,0.0610508776140225
Q75_lactate,0.05766576435105276
Q75_bun,0.05591653058170716
Q75_diasbp,0.05324298267667864
has_ckd,0.05300786526782494
Q75_hgb,0.052597602023556386
Q75_sysbp,0.05242551728731396
Q25_hgb,0.051029247632314444
